"","Scenario","Unit","Region","Variable","Year","Value"
"1209","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2038,0
"1210","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2038,0
"1211","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2038,0
"1212","Global Net-zero","Megatonnes","Nunavut","Biomass",2038,0
"1213","Global Net-zero","Megatonnes","Ontario","Biomass",2038,0
"1214","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2038,0
"1215","Global Net-zero","Megatonnes","Quebec","Biomass",2038,0.240901
"1216","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2038,0.120553
"1217","Global Net-zero","Megatonnes","Yukon","Biomass",2038,0
"1218","Global Net-zero","Megatonnes","Canada","Biomass",2038,0.516928
"1219","Canada Net-zero","Megatonnes","Alberta","Biomass",2039,0
"1220","Canada Net-zero","Megatonnes","British Columbia","Biomass",2039,0.209701
"1221","Canada Net-zero","Megatonnes","Manitoba","Biomass",2039,0
"1222","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2039,0
"1223","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2039,0
"1224","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2039,0
"1225","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2039,0
"1226","Canada Net-zero","Megatonnes","Nunavut","Biomass",2039,0
"1227","Canada Net-zero","Megatonnes","Ontario","Biomass",2039,0
"1228","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2039,0
"1229","Canada Net-zero","Megatonnes","Quebec","Biomass",2039,0.307248
"1230","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2039,0.182599
"1231","Canada Net-zero","Megatonnes","Yukon","Biomass",2039,0
"1232","Canada Net-zero","Megatonnes","Canada","Biomass",2039,0.699548
"1233","Current Measures","Megatonnes","Alberta","Biomass",2039,0
"1234","Current Measures","Megatonnes","British Columbia","Biomass",2039,0.001032
"1235","Current Measures","Megatonnes","Manitoba","Biomass",2039,0
"1236","Current Measures","Megatonnes","New Brunswick","Biomass",2039,0
"1237","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2039,0
"1238","Current Measures","Megatonnes","Northwest Territories","Biomass",2039,0
"1239","Current Measures","Megatonnes","Nova Scotia","Biomass",2039,0
"1240","Current Measures","Megatonnes","Nunavut","Biomass",2039,0
"1241","Current Measures","Megatonnes","Ontario","Biomass",2039,0
"1242","Current Measures","Megatonnes","Prince Edward Island","Biomass",2039,0
"1243","Current Measures","Megatonnes","Quebec","Biomass",2039,0.009113
"1244","Current Measures","Megatonnes","Saskatchewan","Biomass",2039,0.001097
"1245","Current Measures","Megatonnes","Yukon","Biomass",2039,0
"1246","Current Measures","Megatonnes","Canada","Biomass",2039,0.011242
"1247","Global Net-zero","Megatonnes","Alberta","Biomass",2039,0
"1248","Global Net-zero","Megatonnes","British Columbia","Biomass",2039,0.18184
"1249","Global Net-zero","Megatonnes","Manitoba","Biomass",2039,0
"1250","Global Net-zero","Megatonnes","New Brunswick","Biomass",2039,0
"1251","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2039,0
"1252","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2039,0
"1253","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2039,0
"1254","Global Net-zero","Megatonnes","Nunavut","Biomass",2039,0
"1255","Global Net-zero","Megatonnes","Ontario","Biomass",2039,0
"1256","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2039,0
"1257","Global Net-zero","Megatonnes","Quebec","Biomass",2039,0.270983
"1258","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2039,0.137654
"1259","Global Net-zero","Megatonnes","Yukon","Biomass",2039,0
"1260","Global Net-zero","Megatonnes","Canada","Biomass",2039,0.590477
"1261","Canada Net-zero","Megatonnes","Alberta","Biomass",2040,0
"1262","Canada Net-zero","Megatonnes","British Columbia","Biomass",2040,0.248247
"1263","Canada Net-zero","Megatonnes","Manitoba","Biomass",2040,0
"1264","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2040,0
"1265","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2040,0
"1266","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2040,0
"1267","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2040,0
"1268","Canada Net-zero","Megatonnes","Nunavut","Biomass",2040,0
"1269","Canada Net-zero","Megatonnes","Ontario","Biomass",2040,0
"1270","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2040,0
"1271","Canada Net-zero","Megatonnes","Quebec","Biomass",2040,0.343545
"1272","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2040,0.209465
"1273","Canada Net-zero","Megatonnes","Yukon","Biomass",2040,0
"1274","Canada Net-zero","Megatonnes","Canada","Biomass",2040,0.801257
"1275","Current Measures","Megatonnes","Alberta","Biomass",2040,0
"1276","Current Measures","Megatonnes","British Columbia","Biomass",2040,0.001092
"1277","Current Measures","Megatonnes","Manitoba","Biomass",2040,0
"1278","Current Measures","Megatonnes","New Brunswick","Biomass",2040,0
"1279","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2040,0
"1280","Current Measures","Megatonnes","Northwest Territories","Biomass",2040,0
"1281","Current Measures","Megatonnes","Nova Scotia","Biomass",2040,0
"1282","Current Measures","Megatonnes","Nunavut","Biomass",2040,0
"1283","Current Measures","Megatonnes","Ontario","Biomass",2040,0
"1284","Current Measures","Megatonnes","Prince Edward Island","Biomass",2040,0
"1285","Current Measures","Megatonnes","Quebec","Biomass",2040,0.008946
"1286","Current Measures","Megatonnes","Saskatchewan","Biomass",2040,0.001195
"1287","Current Measures","Megatonnes","Yukon","Biomass",2040,0
"1288","Current Measures","Megatonnes","Canada","Biomass",2040,0.011233
"1289","Global Net-zero","Megatonnes","Alberta","Biomass",2040,0
"1290","Global Net-zero","Megatonnes","British Columbia","Biomass",2040,0.207137
"1291","Global Net-zero","Megatonnes","Manitoba","Biomass",2040,0
"1292","Global Net-zero","Megatonnes","New Brunswick","Biomass",2040,0
"1293","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2040,0
"1294","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2040,0
"1295","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2040,0
"1296","Global Net-zero","Megatonnes","Nunavut","Biomass",2040,0
"1297","Global Net-zero","Megatonnes","Ontario","Biomass",2040,0
"1298","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2040,0
"1299","Global Net-zero","Megatonnes","Quebec","Biomass",2040,0.299842
"1300","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2040,0.156013
"1301","Global Net-zero","Megatonnes","Yukon","Biomass",2040,0
"1302","Global Net-zero","Megatonnes","Canada","Biomass",2040,0.662993
"1303","Canada Net-zero","Megatonnes","Alberta","Biomass",2041,0
"1304","Canada Net-zero","Megatonnes","British Columbia","Biomass",2041,0.285454
"1305","Canada Net-zero","Megatonnes","Manitoba","Biomass",2041,0
"1306","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2041,0
"1307","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2041,0
"1308","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2041,0
"1309","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2041,0
"1310","Canada Net-zero","Megatonnes","Nunavut","Biomass",2041,0
"1311","Canada Net-zero","Megatonnes","Ontario","Biomass",2041,0
"1312","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2041,0
"1313","Canada Net-zero","Megatonnes","Quebec","Biomass",2041,0.380452
"1314","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2041,0.234088
"1315","Canada Net-zero","Megatonnes","Yukon","Biomass",2041,0
"1316","Canada Net-zero","Megatonnes","Canada","Biomass",2041,0.899994
"1317","Current Measures","Megatonnes","Alberta","Biomass",2041,0
"1318","Current Measures","Megatonnes","British Columbia","Biomass",2041,0.001153
"1319","Current Measures","Megatonnes","Manitoba","Biomass",2041,0
"1320","Current Measures","Megatonnes","New Brunswick","Biomass",2041,0
"1321","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2041,0
"1322","Current Measures","Megatonnes","Northwest Territories","Biomass",2041,0
"1323","Current Measures","Megatonnes","Nova Scotia","Biomass",2041,0
"1324","Current Measures","Megatonnes","Nunavut","Biomass",2041,0
"1325","Current Measures","Megatonnes","Ontario","Biomass",2041,0
"1326","Current Measures","Megatonnes","Prince Edward Island","Biomass",2041,0
"1327","Current Measures","Megatonnes","Quebec","Biomass",2041,0.008818
"1328","Current Measures","Megatonnes","Saskatchewan","Biomass",2041,0.001291
"1329","Current Measures","Megatonnes","Yukon","Biomass",2041,0
"1330","Current Measures","Megatonnes","Canada","Biomass",2041,0.011261
"1331","Global Net-zero","Megatonnes","Alberta","Biomass",2041,0
"1332","Global Net-zero","Megatonnes","British Columbia","Biomass",2041,0.235357
"1333","Global Net-zero","Megatonnes","Manitoba","Biomass",2041,0
"1334","Global Net-zero","Megatonnes","New Brunswick","Biomass",2041,0
"1335","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2041,0
"1336","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2041,0
"1337","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2041,0
"1338","Global Net-zero","Megatonnes","Nunavut","Biomass",2041,0
"1339","Global Net-zero","Megatonnes","Ontario","Biomass",2041,0
"1340","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2041,0
"1341","Global Net-zero","Megatonnes","Quebec","Biomass",2041,0.333219
"1342","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2041,0.175412
"1343","Global Net-zero","Megatonnes","Yukon","Biomass",2041,0
"1344","Global Net-zero","Megatonnes","Canada","Biomass",2041,0.743988
"1345","Canada Net-zero","Megatonnes","Alberta","Biomass",2042,0
"1346","Canada Net-zero","Megatonnes","British Columbia","Biomass",2042,0.324436
"1347","Canada Net-zero","Megatonnes","Manitoba","Biomass",2042,0
"1348","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2042,0
"1349","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2042,0
"1350","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2042,0
"1351","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2042,0
"1352","Canada Net-zero","Megatonnes","Nunavut","Biomass",2042,0
"1353","Canada Net-zero","Megatonnes","Ontario","Biomass",2042,0
"1354","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2042,0
"1355","Canada Net-zero","Megatonnes","Quebec","Biomass",2042,0.418475
"1356","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2042,0.262416
"1357","Canada Net-zero","Megatonnes","Yukon","Biomass",2042,0
"1358","Canada Net-zero","Megatonnes","Canada","Biomass",2042,1.005327
"1359","Current Measures","Megatonnes","Alberta","Biomass",2042,0
"1360","Current Measures","Megatonnes","British Columbia","Biomass",2042,0.001212
"1361","Current Measures","Megatonnes","Manitoba","Biomass",2042,0
"1362","Current Measures","Megatonnes","New Brunswick","Biomass",2042,0
"1363","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2042,0
"1364","Current Measures","Megatonnes","Northwest Territories","Biomass",2042,0
"1365","Current Measures","Megatonnes","Nova Scotia","Biomass",2042,0
"1366","Current Measures","Megatonnes","Nunavut","Biomass",2042,0
"1367","Current Measures","Megatonnes","Ontario","Biomass",2042,0
"1368","Current Measures","Megatonnes","Prince Edward Island","Biomass",2042,0
"1369","Current Measures","Megatonnes","Quebec","Biomass",2042,0.008719
"1370","Current Measures","Megatonnes","Saskatchewan","Biomass",2042,0.001382
"1371","Current Measures","Megatonnes","Yukon","Biomass",2042,0
"1372","Current Measures","Megatonnes","Canada","Biomass",2042,0.011312
"1373","Global Net-zero","Megatonnes","Alberta","Biomass",2042,0
"1374","Global Net-zero","Megatonnes","British Columbia","Biomass",2042,0.264262
"1375","Global Net-zero","Megatonnes","Manitoba","Biomass",2042,0
"1376","Global Net-zero","Megatonnes","New Brunswick","Biomass",2042,0
"1377","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2042,0
"1378","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2042,0
"1379","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2042,0
"1380","Global Net-zero","Megatonnes","Nunavut","Biomass",2042,0
"1381","Global Net-zero","Megatonnes","Ontario","Biomass",2042,0
"1382","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2042,0
"1383","Global Net-zero","Megatonnes","Quebec","Biomass",2042,0.365695
"1384","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2042,0.193113
"1385","Global Net-zero","Megatonnes","Yukon","Biomass",2042,0
"1386","Global Net-zero","Megatonnes","Canada","Biomass",2042,0.82307
"1387","Canada Net-zero","Megatonnes","Alberta","Biomass",2043,0
"1388","Canada Net-zero","Megatonnes","British Columbia","Biomass",2043,0.368645
"1389","Canada Net-zero","Megatonnes","Manitoba","Biomass",2043,0
"1390","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2043,0
"1391","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2043,0
"1392","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2043,0
"1393","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2043,0
"1394","Canada Net-zero","Megatonnes","Nunavut","Biomass",2043,0
"1395","Canada Net-zero","Megatonnes","Ontario","Biomass",2043,0
"1396","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2043,0
"1397","Canada Net-zero","Megatonnes","Quebec","Biomass",2043,0.456515
"1398","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2043,0.288148
"1399","Canada Net-zero","Megatonnes","Yukon","Biomass",2043,0
"1400","Canada Net-zero","Megatonnes","Canada","Biomass",2043,1.113308
"1401","Current Measures","Megatonnes","Alberta","Biomass",2043,0
"1402","Current Measures","Megatonnes","British Columbia","Biomass",2043,0.001268
"1403","Current Measures","Megatonnes","Manitoba","Biomass",2043,0
"1404","Current Measures","Megatonnes","New Brunswick","Biomass",2043,0
"1405","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2043,0
"1406","Current Measures","Megatonnes","Northwest Territories","Biomass",2043,0
"1407","Current Measures","Megatonnes","Nova Scotia","Biomass",2043,0
"1408","Current Measures","Megatonnes","Nunavut","Biomass",2043,0
"1409","Current Measures","Megatonnes","Ontario","Biomass",2043,0
"1410","Current Measures","Megatonnes","Prince Edward Island","Biomass",2043,0
"1411","Current Measures","Megatonnes","Quebec","Biomass",2043,0.008639
"1412","Current Measures","Megatonnes","Saskatchewan","Biomass",2043,0.001463
"1413","Current Measures","Megatonnes","Yukon","Biomass",2043,0
"1414","Current Measures","Megatonnes","Canada","Biomass",2043,0.011371
"1415","Global Net-zero","Megatonnes","Alberta","Biomass",2043,0
"1416","Global Net-zero","Megatonnes","British Columbia","Biomass",2043,0.298459
"1417","Global Net-zero","Megatonnes","Manitoba","Biomass",2043,0
"1418","Global Net-zero","Megatonnes","New Brunswick","Biomass",2043,0
"1419","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2043,0
"1420","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2043,0
"1421","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2043,0
"1422","Global Net-zero","Megatonnes","Nunavut","Biomass",2043,0
"1423","Global Net-zero","Megatonnes","Ontario","Biomass",2043,0
"1424","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2043,0
"1425","Global Net-zero","Megatonnes","Quebec","Biomass",2043,0.396529
"1426","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2043,0.213441
"1427","Global Net-zero","Megatonnes","Yukon","Biomass",2043,0
"1428","Global Net-zero","Megatonnes","Canada","Biomass",2043,0.908429
"1429","Canada Net-zero","Megatonnes","Alberta","Biomass",2044,0
"1430","Canada Net-zero","Megatonnes","British Columbia","Biomass",2044,0.414646
"1431","Canada Net-zero","Megatonnes","Manitoba","Biomass",2044,0
"1432","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2044,0
"1433","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2044,0
"1434","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2044,0
"1435","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2044,0
"1436","Canada Net-zero","Megatonnes","Nunavut","Biomass",2044,0
"1437","Canada Net-zero","Megatonnes","Ontario","Biomass",2044,0
"1438","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2044,0
"1439","Canada Net-zero","Megatonnes","Quebec","Biomass",2044,0.49041
"1440","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2044,0.315173
"1441","Canada Net-zero","Megatonnes","Yukon","Biomass",2044,0
"1442","Canada Net-zero","Megatonnes","Canada","Biomass",2044,1.220228
"1443","Current Measures","Megatonnes","Alberta","Biomass",2044,0
"1444","Current Measures","Megatonnes","British Columbia","Biomass",2044,0.001324
"1445","Current Measures","Megatonnes","Manitoba","Biomass",2044,0
